Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDC11,20.5,Low Fat,0.141766029,Starchy Foods,87.4172,OUT035,2004,Small,Tier 2,Supermarket Type1,213.056
FDX35,5.035,Regular,0.080236064,Breads,226.4036,OUT018,2009,Medium,Tier 3,Supermarket Type2,2956.152
NCB06,17.6,Low Fat,0.082332074,Health and Hygiene,160.392,OUT046,1997,Small,Tier 1,Supermarket Type1,153.134
FDR09,,Low Fat,0.136085739,Snack Foods,259.8962,OUT019,1985,Small,Tier 1,Grocery Store,1649.8524
FDC53,8.68,Low Fat,0.008885672,Frozen Foods,96.9384,OUT017,2007,,Tier 2,Supermarket Type1,3101.2964
FDY45,17.5,Low Fat,0,Snack Foods,255.2356,OUT013,1987,High,Tier 3,Supermarket Type1,4769.1254
FDA22,7.435,Low Fat,0.141355941,Starchy Foods,168.5158,OUT010,1998,,Tier 3,Grocery Store,3435.528
FDE02,8.71,Low Fat,0.121227447,Canned,95.2778,OUT035,2004,Small,Tier 2,Supermarket Type1,1133.8574
FDW21,5.34,Regular,0.005975976,Snack Foods,100.8358,OUT045,2002,,Tier 2,Supermarket Type1,2603.278
FDV34,10.695,Regular,0.011425458,Snack Foods,73.6038,OUT046,1997,Small,Tier 1,Supermarket Type1,605.878
FDS59,14.8,Regular,0.043961689,Breads,109.157,OUT049,1999,Medium,Tier 1,Supermarket Type1,2293.0152
NCW17,18,Low Fat,0.01949589,Health and Hygiene,127.8994,OUT017,2007,,Tier 2,Supermarket Type1,119.1782
NCK54,12.15,Low Fat,0.029523375,Household,117.215,OUT046,1997,Small,Tier 1,Supermarket Type1,1929.4884
FDG17,,Regular,0.062751586,Frozen Foods,244.2486,OUT019,1985,Small,Tier 1,Grocery Store,2074.6328
FDG35,21.2,Regular,0,Starchy Foods,173.0738,OUT017,2007,,Tier 2,Supermarket Type1,241.6854
FDD08,8.3,Low Fat,0.059175953,Fruits and Vegetables,37.8506,OUT010,1998,,Tier 3,Grocery Store,6795.1548
NCO07,9.06,Low Fat,0.009831566,Others,211.156,OUT017,2007,,Tier 2,Supermarket Type1,639.168
FDJ10,5.095,reg,0.216762584,Snack Foods,142.2838,OUT010,1998,,Tier 3,Grocery Store,3248.4382
FDW36,11.15,Low Fat,0.057254675,Baking Goods,104.0622,OUT017,2007,,Tier 2,Supermarket Type1,7222.5984
FDW21,5.34,Regular,0,Snack Foods,101.0358,OUT010,1998,,Tier 3,Grocery Store,3225.1352
FDY19,19.75,Low Fat,0.041598912,Fruits and Vegetables,118.0466,OUT017,2007,,Tier 2,Supermarket Type1,3755.112
DRE03,19.6,Low Fat,0.024206741,Dairy,47.0718,OUT013,1987,High,Tier 3,Supermarket Type1,3440.8544
NCC55,10.695,Low Fat,0.063862271,Household,38.1848,OUT049,1999,Medium,Tier 1,Supermarket Type1,974.7312
FDH52,9.42,Regular,0.073484791,Frozen Foods,63.6194,OUT010,1998,,Tier 3,Grocery Store,535.969
FDO09,13.5,Regular,0.125983278,Snack Foods,264.691,OUT017,2007,,Tier 2,Supermarket Type1,5259.82
FDU43,19.35,Regular,0.058161092,Fruits and Vegetables,239.4564,OUT045,2002,,Tier 2,Supermarket Type1,306.268
FDX09,9,Low Fat,0.1092139,Snack Foods,175.037,OUT010,1998,,Tier 3,Grocery Store,1779.0176
FDH40,,Regular,0.138195491,Frozen Foods,83.1276,OUT019,1985,Small,Tier 1,Grocery Store,759.012
FDW58,20.75,Low Fat,0.007595816,Snack Foods,104.4622,OUT017,2007,,Tier 2,Supermarket Type1,1877.556
FDC47,15,Low Fat,0.11956313,Snack Foods,227.2694,OUT017,2007,,Tier 2,Supermarket Type1,3779.0808
NCR41,17.85,LF,0.018020588,Health and Hygiene,94.4094,OUT035,2004,Small,Tier 2,Supermarket Type1,41.2796
DRG49,7.81,Low Fat,0.067442541,Soft Drinks,244.7486,OUT035,2004,Small,Tier 2,Supermarket Type1,259.662
FDC52,,Regular,0.008239804,Dairy,152.2708,OUT027,1985,Medium,Tier 3,Supermarket Type3,193.082
FDY13,12.1,Low Fat,0.030127406,Canned,74.567,OUT046,1997,Small,Tier 1,Supermarket Type1,1687.803
FDY35,17.6,Regular,0.016014343,Breads,44.0402,OUT013,1987,High,Tier 3,Supermarket Type1,4655.9394
FDI35,14,Low Fat,0.041524729,Starchy Foods,181.7634,OUT017,2007,,Tier 2,Supermarket Type1,4950.8888
NCU18,15.1,Low Fat,0.055926872,Household,141.4496,OUT049,1999,Medium,Tier 1,Supermarket Type1,1418.154
FDY33,14.5,Regular,0.097597084,Snack Foods,158.5262,OUT018,2009,Medium,Tier 3,Supermarket Type2,1225.072
FDC15,,Low Fat,0.177107232,Dairy,157.5288,OUT027,1985,Medium,Tier 3,Supermarket Type3,5359.69
FDU01,20.25,Regular,0,Canned,186.4924,OUT049,1999,Medium,Tier 1,Supermarket Type1,1764.37
NCU42,9,Low Fat,0.019506654,Household,169.5474,OUT046,1997,Small,Tier 1,Supermarket Type1,2553.343
NCV29,11.8,Low Fat,0.022936556,Health and Hygiene,177.6686,OUT018,2009,Medium,Tier 3,Supermarket Type2,1006.6896
NCY30,20.25,Low Fat,0.02610006,Household,182.8976,OUT017,2007,,Tier 2,Supermarket Type1,1081.925
FDQ46,7.51,Low Fat,0.103974431,Snack Foods,112.1544,OUT049,1999,Medium,Tier 1,Supermarket Type1,308.9312
FDG58,,Regular,0.086360962,Snack Foods,153.7972,OUT027,1985,Medium,Tier 3,Supermarket Type3,2516.724
FDK33,17.85,Low Fat,0.011298801,Snack Foods,213.256,OUT017,2007,,Tier 2,Supermarket Type1,1428.141
NCD07,9.1,Low Fat,0.055541153,Household,115.6518,OUT045,2002,,Tier 2,Supermarket Type1,2093.2752
NCX29,,Low Fat,0.088720803,Health and Hygiene,144.4102,OUT027,1985,Medium,Tier 3,Supermarket Type3,1929.4884
NCT42,5.88,Low Fat,0.024866609,Household,148.3392,OUT013,1987,High,Tier 3,Supermarket Type1,5829.7448
DRN59,15,Low Fat,0.064129493,Hard Drinks,45.906,OUT035,2004,Small,Tier 2,Supermarket Type1,2082.6224
FDI44,16.1,Low Fat,0.100213917,Fruits and Vegetables,79.0328,OUT035,2004,Small,Tier 2,Supermarket Type1,7298.4996
FDA45,21.25,Low Fat,0.155621254,Snack Foods,178.237,OUT049,1999,Medium,Tier 1,Supermarket Type1,7452.9652
FDP31,21.1,Regular,0.161832494,Fruits and Vegetables,65.7168,OUT045,2002,,Tier 2,Supermarket Type1,450.0808
FDY01,11.8,Regular,0.170283492,Canned,115.1834,OUT046,1997,Small,Tier 1,Supermarket Type1,500.6816
FDT09,15.15,Regular,0.012313256,Snack Foods,132.8284,OUT018,2009,Medium,Tier 3,Supermarket Type2,3668.558
DRH03,,Low Fat,0,Dairy,94.812,OUT027,1985,Medium,Tier 3,Supermarket Type3,736.3748
FDA36,5.985,Low Fat,0.005689466,Baking Goods,186.6924,OUT018,2009,Medium,Tier 3,Supermarket Type2,6088.0752
NCF31,9.13,Low Fat,0.052140695,Household,153.4024,OUT017,2007,,Tier 2,Supermarket Type1,2125.2336
FDG14,9,Regular,0.050579228,Canned,151.3024,OUT049,1999,Medium,Tier 1,Supermarket Type1,2277.036
FDG28,,Regular,0.04904165,Frozen Foods,245.5144,OUT027,1985,Medium,Tier 3,Supermarket Type3,573.2538
FDU14,17.75,Low Fat,0.034806679,Dairy,250.175,OUT049,1999,Medium,Tier 1,Supermarket Type1,2267.049
FDY47,,Regular,0.095395258,Breads,131.131,OUT019,1985,Small,Tier 1,Grocery Store,296.9468
FDI56,7.325,Low Fat,0.093530571,Fruits and Vegetables,90.4146,OUT049,1999,Medium,Tier 1,Supermarket Type1,559.272
DRD01,12.1,Regular,0.061124626,Soft Drinks,56.4614,OUT013,1987,High,Tier 3,Supermarket Type1,5559.43
FDM22,14,Regular,0,Snack Foods,54.864,OUT046,1997,Small,Tier 1,Supermarket Type1,1237.7222
FDH33,12.85,Low Fat,0.121624114,Snack Foods,42.2428,OUT013,1987,High,Tier 3,Supermarket Type1,569.259
DRZ24,7.535,Low Fat,0.081719458,Soft Drinks,118.444,OUT013,1987,High,Tier 3,Supermarket Type1,3866.9664
NCQ38,16.35,Low Fat,0.01336643,Others,105.228,OUT046,1997,Small,Tier 1,Supermarket Type1,1379.5376
FDO16,,Low Fat,0.015035032,Frozen Foods,84.025,OUT027,1985,Medium,Tier 3,Supermarket Type3,1869.5664
FDU07,,Low Fat,0.059557164,Fruits and Vegetables,149.2366,OUT027,1985,Medium,Tier 3,Supermarket Type3,5499.508
NCB07,19.2,Low Fat,0.077443049,Household,194.511,OUT013,1987,High,Tier 3,Supermarket Type1,925.462
FDU48,18.85,Low Fat,0.055470721,Baking Goods,132.1284,OUT045,2002,,Tier 2,Supermarket Type1,583.2408
NCM43,14.5,Low Fat,0.019514867,Others,165.121,OUT045,2002,,Tier 2,Supermarket Type1,1418.154
FDR31,6.46,Regular,0.08228859,Fruits and Vegetables,144.4102,OUT010,1998,,Tier 3,Grocery Store,942.7728
DRK49,14.15,Low Fat,0.036090136,Soft Drinks,41.1138,OUT018,2009,Medium,Tier 3,Supermarket Type2,2364.9216
NCI30,20.25,Low Fat,0.098645981,Household,244.746,OUT010,1998,,Tier 3,Grocery Store,3251.7672
DRD60,15.7,Low Fat,0.03744271,Soft Drinks,181.1634,OUT017,2007,,Tier 2,Supermarket Type1,254.3356
NCG19,20.25,Low Fat,0.147933567,Household,235.3616,OUT046,1997,Small,Tier 1,Supermarket Type1,5895.659
FDH12,9.6,LF,0.084937598,Baking Goods,105.028,OUT035,2004,Small,Tier 2,Supermarket Type1,1134.5232
FDM32,20.5,Low Fat,0.020601136,Fruits and Vegetables,91.683,OUT035,2004,Small,Tier 2,Supermarket Type1,7696.648
FDM27,12.35,Regular,0.158439388,Meat,156.0946,OUT035,2004,Small,Tier 2,Supermarket Type1,2775.7202
NCU53,,Low Fat,0,Health and Hygiene,165.7842,OUT027,1985,Medium,Tier 3,Supermarket Type3,5317.0788
NCQ18,15.75,Low Fat,0.135072801,Household,99.17,OUT046,1997,Small,Tier 1,Supermarket Type1,874.8612
FDS10,19.2,Low Fat,0.035156307,Snack Foods,179.1318,OUT013,1987,High,Tier 3,Supermarket Type1,1039.9796
FDB33,,Low Fat,0.014509564,Fruits and Vegetables,157.4262,OUT027,1985,Medium,Tier 3,Supermarket Type3,3038.0454
FDI12,9.395,Regular,0.100315391,Baking Goods,85.8856,OUT013,1987,High,Tier 3,Supermarket Type1,3848.324
NCW42,18.2,Low Fat,0.058420325,Household,221.4456,OUT013,1987,High,Tier 3,Supermarket Type1,527.3136
NCC06,19,Low Fat,0.027096298,Household,128.6336,OUT018,2009,Medium,Tier 3,Supermarket Type2,2390.8878
FDW02,4.805,Regular,0.037912667,Dairy,125.8704,OUT017,2007,,Tier 2,Supermarket Type1,1677.816
NCD43,8.85,Low Fat,0.016110572,Household,104.2964,OUT017,2007,,Tier 2,Supermarket Type1,801.6232
FDM57,11.65,Regular,0.076158144,Snack Foods,82.9908,OUT018,2009,Medium,Tier 3,Supermarket Type2,1267.0174
FDA58,9.395,Low Fat,0.104338095,Snack Foods,236.8932,OUT017,2007,,Tier 2,Supermarket Type1,886.8456
FDK56,9.695,Low Fat,0.129998012,Fruits and Vegetables,185.1898,OUT046,1997,Small,Tier 1,Supermarket Type1,452.744
FDP52,18.7,Regular,0,Frozen Foods,231.201,OUT045,2002,,Tier 2,Supermarket Type1,3877.6192
FDW20,20.75,LF,0.024247803,Fruits and Vegetables,123.973,OUT018,2009,Medium,Tier 3,Supermarket Type2,4414.254
FDS52,8.89,Low Fat,0.005483027,Frozen Foods,100.4016,OUT049,1999,Medium,Tier 1,Supermarket Type1,5448.9072
NCT29,12.6,Low Fat,0.064371885,Health and Hygiene,119.8414,OUT018,2009,Medium,Tier 3,Supermarket Type2,4950.8888
NCL54,12.6,Low Fat,0.082684949,Household,176.6054,OUT013,1987,High,Tier 3,Supermarket Type1,958.752
FDC05,13.1,Regular,0.098984923,Frozen Foods,198.2768,OUT045,2002,,Tier 2,Supermarket Type1,1956.1204
FDF34,9.3,Regular,0.014016743,Snack Foods,196.8084,OUT035,2004,Small,Tier 2,Supermarket Type1,2404.2038
FDP03,,Regular,0.060880827,Meat,124.4388,OUT027,1985,Medium,Tier 3,Supermarket Type3,387.4956
FDD32,17.7,Regular,0.068511767,Fruits and Vegetables,83.2276,OUT010,1998,,Tier 3,Grocery Store,994.7052
FDZ10,17.85,Low Fat,0,Snack Foods,127.502,OUT045,2002,,Tier 2,Supermarket Type1,1754.383
FDZ40,8.935,Low Fat,0.04017515,Frozen Foods,54.1298,OUT035,2004,Small,Tier 2,Supermarket Type1,3340.9844
FDD51,11.15,Low Fat,0.120441348,Dairy,43.7744,OUT018,2009,Medium,Tier 3,Supermarket Type2,3918.8988
NCY30,,Low Fat,0.045440803,Household,179.5976,OUT019,1985,Small,Tier 1,Grocery Store,306.268
FDP58,11.1,LF,0.135906738,Snack Foods,217.9482,OUT017,2007,,Tier 2,Supermarket Type1,4278.4308
FDV49,10,Low Fat,0.025973288,Canned,264.3226,OUT017,2007,,Tier 2,Supermarket Type1,4425.5726
FDY24,,Regular,0.23372937,Baking Goods,52.4298,OUT019,1985,Small,Tier 1,Grocery Store,9267.936
NCO55,12.8,Low Fat,0.091552173,Others,107.1938,OUT017,2007,,Tier 2,Supermarket Type1,229.701
FDR13,9.895,Regular,0.028883289,Canned,116.6492,OUT017,2007,,Tier 2,Supermarket Type1,2055.9904
FDS51,13.35,Low Fat,0.03236252,Meat,62.0194,OUT017,2007,,Tier 2,Supermarket Type1,3339.6528
FDP26,7.785,Low Fat,0.139835844,Dairy,104.7306,OUT045,2002,,Tier 2,Supermarket Type1,6410.3224
NCB54,,Low Fat,0.049810328,Health and Hygiene,129.2336,OUT027,1985,Medium,Tier 3,Supermarket Type3,1992.0736
FDF32,16.35,Low Fat,0.068466049,Fruits and Vegetables,197.1426,OUT017,2007,,Tier 2,Supermarket Type1,2870.9296
FDN31,11.5,Low Fat,0.073178424,Fruits and Vegetables,189.153,OUT018,2009,Medium,Tier 3,Supermarket Type2,2807.0128
DRM48,15.2,Low Fat,0.113535259,Soft Drinks,36.0848,OUT017,2007,,Tier 2,Supermarket Type1,539.298
FDN20,19.35,Low Fat,0.026222599,Fruits and Vegetables,169.0474,OUT049,1999,Medium,Tier 1,Supermarket Type1,4377.635
DRL01,19.5,Regular,0,Soft Drinks,233.1958,OUT046,1997,Small,Tier 1,Supermarket Type1,2716.464
FDV56,16.1,Regular,0.01361686,Fruits and Vegetables,107.2596,OUT049,1999,Medium,Tier 1,Supermarket Type1,383.5008
DRH13,,Low Fat,0.023770288,Soft Drinks,107.728,OUT027,1985,Medium,Tier 3,Supermarket Type3,703.0848
FDA03,18.5,Regular,0.045720935,Dairy,145.6102,OUT017,2007,,Tier 2,Supermarket Type1,1937.478
FDF47,,Low Fat,0.097145513,Starchy Foods,223.8746,OUT027,1985,Medium,Tier 3,Supermarket Type3,3307.6944
FDX32,15.1,Regular,0.099858247,Fruits and Vegetables,146.4786,OUT046,1997,Small,Tier 1,Supermarket Type1,3142.576
FDX57,17.25,Regular,0.047339698,Snack Foods,96.5068,OUT049,1999,Medium,Tier 1,Supermarket Type1,2554.0088
NCA30,19,LF,0.129596025,Household,190.5872,OUT045,2002,,Tier 2,Supermarket Type1,1869.5664
FDO49,10.6,Regular,0.033024663,Breakfast,49.3008,OUT013,1987,High,Tier 3,Supermarket Type1,5494.8474
FDL04,,Low Fat,0.195963464,Frozen Foods,105.1622,OUT019,1985,Small,Tier 1,Grocery Store,6093.4016
DRM48,15.2,Low Fat,0.112875322,Soft Drinks,37.2848,OUT035,2004,Small,Tier 2,Supermarket Type1,2586.633
FDR16,5.845,Regular,0.104930609,Frozen Foods,212.3218,OUT013,1987,High,Tier 3,Supermarket Type1,1255.6988
NCC19,6.57,Low Fat,0.097275225,Household,192.682,OUT018,2009,Medium,Tier 3,Supermarket Type2,4093.3384
NCE42,21.1,Low Fat,0.010623794,Household,235.4958,OUT045,2002,,Tier 2,Supermarket Type1,3163.8816
FDY24,4.88,Regular,0.134248297,Baking Goods,54.9298,OUT017,2007,,Tier 2,Supermarket Type1,5033.448
FDH19,19.35,Low Fat,0.033139916,Meat,175.4738,OUT049,1999,Medium,Tier 1,Supermarket Type1,1137.1864
FDJ46,11.1,Low Fat,0.044786137,Snack Foods,173.4054,OUT013,1987,High,Tier 3,Supermarket Type1,2696.49
FDN45,19.35,Low Fat,0.197679823,Snack Foods,224.6088,OUT010,1998,,Tier 3,Grocery Store,898.83
FDY08,9.395,Regular,0.171042873,Fruits and Vegetables,139.9838,OUT035,2004,Small,Tier 2,Supermarket Type1,2756.412
FDZ37,8.1,Regular,0.019764765,Canned,86.6198,OUT035,2004,Small,Tier 2,Supermarket Type1,878.856
NCT30,9.1,LF,0.080455726,Household,47.3718,OUT045,2002,,Tier 2,Supermarket Type1,659.142
DRY23,9.395,Regular,0.109540783,Soft Drinks,41.9112,OUT018,2009,Medium,Tier 3,Supermarket Type2,182.4292
NCZ30,6.59,Low Fat,0.026291649,Household,121.7098,OUT018,2009,Medium,Tier 3,Supermarket Type2,3610.6334
FDC44,15.6,Low Fat,0.173299972,Fruits and Vegetables,113.3518,OUT018,2009,Medium,Tier 3,Supermarket Type2,5153.292
FDB45,20.85,Low Fat,0.021325759,Fruits and Vegetables,104.6306,OUT035,2004,Small,Tier 2,Supermarket Type1,2588.6304
FDY04,17.7,Regular,0.042441097,Frozen Foods,163.221,OUT013,1987,High,Tier 3,Supermarket Type1,1286.3256
FDM27,12.35,reg,0,Meat,158.8946,OUT046,1997,Small,Tier 1,Supermarket Type1,1230.3984
FDZ43,11,Regular,0.057381292,Fruits and Vegetables,241.2512,OUT017,2007,,Tier 2,Supermarket Type1,1733.7432
FDT39,,Regular,0.017277445,Meat,150.7366,OUT019,1985,Small,Tier 1,Grocery Store,384.8324
NCC06,,LF,0.047249645,Household,126.7336,OUT019,1985,Small,Tier 1,Grocery Store,3969.4996
FDL15,,Low Fat,0.046408928,Meat,153.5682,OUT027,1985,Medium,Tier 3,Supermarket Type3,7763.228
FDL57,15.1,Regular,0.067456225,Snack Foods,257.5304,OUT017,2007,,Tier 2,Supermarket Type1,809.6128
FDU08,10.3,Low Fat,0.027315417,Fruits and Vegetables,98.7042,OUT046,1997,Small,Tier 1,Supermarket Type1,1253.7014
FDK40,7.035,Low Fat,0.021972988,Frozen Foods,264.091,OUT017,2007,,Tier 2,Supermarket Type1,5715.2272
FDQ12,12.65,Low Fat,0.059270332,Baking Goods,229.101,OUT010,1998,,Tier 3,Grocery Store,1464.76
FDS48,15.15,Low Fat,0.027936385,Baking Goods,151.1708,OUT017,2007,,Tier 2,Supermarket Type1,3251.1014
FDP09,19.75,Low Fat,0.033958586,Snack Foods,212.0902,OUT045,2002,,Tier 2,Supermarket Type1,4274.436
FDW21,5.34,Regular,0.005973153,Snack Foods,99.0358,OUT049,1999,Medium,Tier 1,Supermarket Type1,5375.0034
FDY25,12,Low Fat,0.033968012,Canned,181.0976,OUT035,2004,Small,Tier 2,Supermarket Type1,1318.284
DRE13,6.28,Low Fat,0.027861814,Soft Drinks,85.5198,OUT017,2007,,Tier 2,Supermarket Type1,2251.7356
FDV43,,Low Fat,0.134564284,Fruits and Vegetables,42.7086,OUT019,1985,Small,Tier 1,Grocery Store,1176.4686
FDD22,10,Low Fat,0.099851786,Snack Foods,111.7544,OUT045,2002,,Tier 2,Supermarket Type1,3523.4136
FDM46,,Low Fat,0.280083047,Snack Foods,92.712,OUT019,1985,Small,Tier 1,Grocery Store,610.5386
NCO30,19.5,Low Fat,0.026320247,Household,184.9608,OUT010,1998,,Tier 3,Grocery Store,1237.7222
FDM25,10.695,Regular,0.060665739,Breakfast,173.7712,OUT046,1997,Small,Tier 1,Supermarket Type1,474.0496
NCN41,17,Low Fat,0.052290474,Health and Hygiene,122.873,OUT049,1999,Medium,Tier 1,Supermarket Type1,717.7324
FDU24,6.78,Regular,0.140447292,Baking Goods,93.312,OUT045,2002,,Tier 2,Supermarket Type1,2580.6408
FDZ50,12.8,Regular,0.079076331,Dairy,183.7608,OUT046,1997,Small,Tier 1,Supermarket Type1,2552.6772
FDP45,15.7,Regular,0.030599358,Snack Foods,251.4724,OUT013,1987,High,Tier 3,Supermarket Type1,3914.904
NCM54,17.7,Low Fat,0.051042366,Household,126.1678,OUT045,2002,,Tier 2,Supermarket Type1,796.9626
FDW10,,Low Fat,0.123745045,Snack Foods,175.337,OUT019,1985,Small,Tier 1,Grocery Store,916.1408
FDP20,19.85,Low Fat,0.04592756,Fruits and Vegetables,127.902,OUT017,2007,,Tier 2,Supermarket Type1,3259.7568
FDK32,16.25,Regular,0.048975573,Fruits and Vegetables,151.0682,OUT046,1997,Small,Tier 1,Supermarket Type1,1677.816
FDN52,9.395,Regular,0.13177444,Frozen Foods,87.7198,OUT049,1999,Medium,Tier 1,Supermarket Type1,3707.1744
FDM58,16.85,Regular,0,Snack Foods,111.0544,OUT045,2002,,Tier 2,Supermarket Type1,2954.1546
FDZ46,,Low Fat,0.068788985,Snack Foods,110.8228,OUT027,1985,Medium,Tier 3,Supermarket Type3,2652.5472
NCA18,10.1,Low Fat,0.05630601,Household,117.1492,OUT018,2009,Medium,Tier 3,Supermarket Type2,1037.3164
FDD35,12.15,Low Fat,0.025864429,Starchy Foods,121.844,OUT046,1997,Small,Tier 1,Supermarket Type1,717.7324
NCK31,10.895,Low Fat,0.02704266,Others,49.4666,OUT035,2004,Small,Tier 2,Supermarket Type1,426.112
FDI40,,Regular,0.124994714,Frozen Foods,100.5358,OUT027,1985,Medium,Tier 3,Supermarket Type3,6911.004
FDT50,,Regular,0.189512493,Dairy,97.7752,OUT019,1985,Small,Tier 1,Grocery Store,3811.0392
NCT06,17.1,Low Fat,0.038737554,Household,164.7842,OUT046,1997,Small,Tier 1,Supermarket Type1,2277.036
FDT31,19.75,Low Fat,0.012445941,Fruits and Vegetables,187.8872,OUT035,2004,Small,Tier 2,Supermarket Type1,48.6034
FDT45,15.85,Low Fat,0.05740255,Snack Foods,53.0956,OUT049,1999,Medium,Tier 1,Supermarket Type1,5770.4886
FDT13,14.85,Low Fat,0.018609305,Canned,187.1214,OUT045,2002,,Tier 2,Supermarket Type1,690.4346
FDO50,16.25,Low Fat,0.078327268,Canned,90.9804,OUT045,2002,,Tier 2,Supermarket Type1,1890.2062
NCU18,15.1,Low Fat,0.093464804,Household,140.8496,OUT010,1998,,Tier 3,Grocery Store,3195.84
NCR54,16.35,Low Fat,0.090702992,Household,195.111,OUT049,1999,Medium,Tier 1,Supermarket Type1,1504.708
NCO18,13.15,Low Fat,0.024751688,Household,178.2686,OUT018,2009,Medium,Tier 3,Supermarket Type2,711.0744
FDU09,7.71,Regular,0.0667322,Snack Foods,56.2956,OUT045,2002,,Tier 2,Supermarket Type1,4311.055
FDT13,14.85,Low Fat,0.018647294,Canned,187.5214,OUT018,2009,Medium,Tier 3,Supermarket Type2,521.3214
FDE09,8.775,Low Fat,0.021603383,Fruits and Vegetables,112.2228,OUT046,1997,Small,Tier 1,Supermarket Type1,829.5868
NCK53,,Low Fat,0.065799906,Health and Hygiene,101.1042,OUT019,1985,Small,Tier 1,Grocery Store,1571.288
FDG45,8.1,Low Fat,0,Fruits and Vegetables,213.2902,OUT049,1999,Medium,Tier 1,Supermarket Type1,2403.538
DRH15,8.775,Low Fat,0.109890489,Dairy,45.0428,OUT035,2004,Small,Tier 2,Supermarket Type1,83.8908
FDO21,,Regular,0.017093789,Snack Foods,224.0404,OUT019,1985,Small,Tier 1,Grocery Store,844.2344
FDD14,,LF,0.16898615,Canned,184.2266,OUT027,1985,Medium,Tier 3,Supermarket Type3,2940.1728
FDC09,15.5,Regular,0.026302004,Fruits and Vegetables,102.7332,OUT046,1997,Small,Tier 1,Supermarket Type1,291.6204
FDH45,,Regular,0.105155137,Fruits and Vegetables,43.2796,OUT027,1985,Medium,Tier 3,Supermarket Type3,3259.7568
FDV32,7.785,Low Fat,0.088708388,Fruits and Vegetables,65.051,OUT046,1997,Small,Tier 1,Supermarket Type1,3415.554
FDG12,6.635,Regular,0.00632491,Baking Goods,119.1098,OUT035,2004,Small,Tier 2,Supermarket Type1,5624.6784
FDS32,17.75,Regular,0.029629236,Fruits and Vegetables,140.1838,OUT013,1987,High,Tier 3,Supermarket Type1,6687.961
NCL55,12.15,Low Fat,0.064924087,Others,251.204,OUT018,2009,Medium,Tier 3,Supermarket Type2,5642.655
DRE01,10.1,Low Fat,0.167123591,Soft Drinks,243.5512,OUT035,2004,Small,Tier 2,Supermarket Type1,4943.565
DRE15,13.35,Low Fat,0.017813048,Dairy,77.0012,OUT049,1999,Medium,Tier 1,Supermarket Type1,3135.2522
NCL42,18.85,Low Fat,0.04045348,Household,247.0144,OUT045,2002,,Tier 2,Supermarket Type1,796.9626
FDP31,21.1,Regular,0.161370557,Fruits and Vegetables,64.0168,OUT013,1987,High,Tier 3,Supermarket Type1,848.895
FDN33,6.305,Regular,0.123617286,Snack Foods,93.5436,OUT018,2009,Medium,Tier 3,Supermarket Type2,38.6164
FDZ59,6.63,Regular,0.104021582,Baking Goods,164.85,OUT046,1997,Small,Tier 1,Supermarket Type1,4997.4948
FDE45,12.1,Low Fat,0.067549872,Fruits and Vegetables,178.3002,OUT010,1998,,Tier 3,Grocery Store,588.5672
FDJ07,7.26,Low Fat,0.01441152,Meat,118.415,OUT013,1987,High,Tier 3,Supermarket Type1,372.848
FDQ45,9.5,Regular,0.010961524,Snack Foods,184.4608,OUT018,2009,Medium,Tier 3,Supermarket Type2,155.1314
FDM33,,Low Fat,0.087294906,Snack Foods,219.1798,OUT027,1985,Medium,Tier 3,Supermarket Type3,3038.7112
FDO15,16.75,Regular,0.014338639,Meat,75.7038,OUT010,1998,,Tier 3,Grocery Store,1587.2672
FDM46,7.365,Low Fat,0.159834724,Snack Foods,92.512,OUT013,1987,High,Tier 3,Supermarket Type1,687.1056
FDR03,15.7,Regular,0.008753653,Meat,205.698,OUT045,2002,,Tier 2,Supermarket Type1,1929.4884
FDY49,17.2,Regular,0.012061003,Canned,166.4184,OUT018,2009,Medium,Tier 3,Supermarket Type2,3600.6464
FDQ60,6.195,Regular,0.109596256,Baking Goods,118.8098,OUT045,2002,,Tier 2,Supermarket Type1,2181.1608
